1.17037e-10	2.88503e-11
8.79319e-11	2.16757e-11
6.77299e-11	1.66959e-11
5.32714e-11	1.31318e-11
4.26521e-11	1.05141e-11
3.46777e-11	8.54833e-12
2.85736e-11	7.04362e-12
2.3822e-11	5.87233e-12
2.00681e-11	4.94698e-12
1.70633e-11	4.20628e-12
1.46297e-11	3.60637e-12
1.26376e-11	3.11532e-12
1.09915e-11	2.70953e-12
9.61923e-12	2.37126e-12
8.46623e-12	2.08704e-12
7.49038e-12	1.84648e-12
6.65892e-12	1.64152e-12
5.9461e-12	1.4658e-12
5.3315e-12	1.3143e-12
4.79876e-12	1.18297e-12
4.33471e-12	1.06858e-12
3.9286e-12	9.68467e-13
3.57169e-12	8.80483e-13
3.25673e-12	8.02842e-13
2.97774e-12	7.34067e-13
2.72973e-12	6.72929e-13
2.50851e-12	6.18397e-13
2.31056e-12	5.696e-13
2.13291e-12	5.25806e-13
1.97301e-12	4.86389e-13
1.8287e-12	4.50815e-13
1.69813e-12	4.18627e-13
1.5797e-12	3.89433e-13
1.47203e-12	3.62891e-13
1.37393e-12	3.38707e-13
1.28435e-12	3.16625e-13
1.2024e-12	2.96422e-13
1.12727e-12	2.77902e-13
1.05828e-12	2.60893e-13
9.94796e-13	2.45244e-13
9.36294e-13	2.30822e-13
8.82291e-13	2.17509e-13
8.32362e-13	2.05201e-13
7.8613e-13	1.93804e-13
7.4326e-13	1.83236e-13
7.03451e-13	1.73422e-13
6.66435e-13	1.64297e-13
6.31971e-13	1.55801e-13
5.99843e-13	1.47881e-13
5.69857e-13	1.40488e-13
5.41836e-13	1.3358e-13
5.15623e-13	1.27118e-13
4.91074e-13	1.21066e-13
4.68058e-13	1.15393e-13
4.46459e-13	1.10068e-13
4.26169e-13	1.05066e-13
4.07089e-13	1.00362e-13
3.89132e-13	9.59354e-14
3.72216e-13	9.17651e-14
3.56266e-13	8.7833e-14
3.41214e-13	8.41224e-14
3.26999e-13	8.0618e-14
3.13562e-13	7.73055e-14
3.00852e-13	7.4172e-14
2.88819e-13	7.12057e-14
2.7742e-13	6.83954e-14
2.66612e-13	6.57311e-14
2.56359e-13	6.32034e-14
2.46625e-13	6.08036e-14
2.37377e-13	5.85239e-14
2.28587e-13	5.63567e-14
2.20224e-13	5.42952e-14
2.12265e-13	5.2333e-14
2.04685e-13	5.04642e-14
1.97462e-13	4.86834e-14
1.90574e-13	4.69854e-14
1.84003e-13	4.53655e-14
1.77731e-13	4.38191e-14
1.7174e-13	4.23423e-14
1.66016e-13	4.09311e-14
1.60543e-13	3.95819e-14
1.55309e-13	3.82914e-14
1.50299e-13	3.70564e-14
1.45503e-13	3.58739e-14
1.40908e-13	3.47412e-14
1.36505e-13	3.36557e-14
1.32284e-13	3.26149e-14
1.28234e-13	3.16166e-14
1.24349e-13	3.06587e-14
1.20619e-13	2.97391e-14
1.17036e-13	2.88558e-14
